name,item_code,description,retail_unite_of_meassure,regular_price,sale_price,tax_class,dimensions,color,age,brand,stock_status,vendor,product_manufacturer_code,product_cat,properties,properties_en,composition,composition_en,components,components_en,collectionn,ordering,origine,images,tag,tae
Atlete me lidhëse,A292NM,Seneca Bay Leather Trainer for Men in Beige,COP,99,69.3,18,,695F4F,Burrë,TIMBERLAND,,17,A292NM,Këpucë-Atlete,"Këto Atlete prej lëkure për meshkuj kanë pamjen e butë me jastëk të një atleteje. Plus, është bërë me lëkurë nga një fabrikë lëkurësh e vlerësuar si Silver nga Leather Working Group për praktikat e saj mjedisore dhe është e veshur me pëlhurë ReBOTL të tje","These men's leather trainers have the look of an oxford and the cushiony soft footbed of a sneaker. Plus, it's made with leather from a tannery rated Silver by the Leather Working Group for its environmental practices and is lined with ReBOTL fabric spun","E punuar me lëkurën më të mirë premium nga një fabrikë lëkurësh e vlerësuar silver nga Leather Working Group për praktikat e saj të menaxhimit të ujit, energjisë dhe mbeturinave. Pëlhurë ReBOTL që përmban të paktën 50% plastikë të ricikluar të lehtë Ortho","Made with premium nubuck Better Leather from a tannery rated Silver by the Leather Working Group for its water, energy and waste management practices  Mesh ReBOTL fabric lining containing at least 50% recycled plastic  Lightweight OrthoLite footbed for co",,,1,1,PH,http://46.99.130.129:60000/_uploads/photos/A292NM_1.jpg,,
Atlete me lidhëse,A2F9DM,Boulder Trail Low,COP,119,83.3,18,,999999,Burrë,TIMBERLAND,,17,A2F9DM,Këpucë-Atlete,,,50% Plastikë e ricikluar,50% recycled plastic,,,1,1,BD,http://46.99.130.129:60000/_uploads/photos/A2F9DM_1.jpg,,
Këmishë me logo,A2DC1-100,LS MILL RIVER LINEN KOREAN COLLAR SHIRT,COP,94,65.8,18,,FFFFFF,Burrë,TIMBERLAND,,17,A2DC1,Veshje-Këmishë,,,100% Liri,100% Linen,,,1,2,IN,http://46.99.130.129:60000/_uploads/photos/A2DC1-100_1.jpg,,
Pantallona të shkurtë pambuku,A5ZX5-001,Woven Badge Sweat short (LB),COP,59,41.3,18,,0,Burrë,TIMBERLAND,,17,A5ZX5,Veshje-Pantollona të shkurtë,,,"80% Pambuk organik, 20% Elastan","80% organic cotton, 20% elastane",,,1,5,KH,http://46.99.130.129:60000/_uploads/photos/A5ZX5-001_1.jpg,,
Atlete me lidhëse,A2KQ1M,Solar Wave LT Low,COP,119,83.3,18,,000000-999999-CFF2A5,Burrë,TIMBERLAND,,17,A2KQ1M,Këpucë-Atlete,,,"50% Plastikë e ricikluar, 75% Material i ripërtëritshëm, 50% Plastikë e ricikluar","50% recycled plastic, 75% renewable materials, 50% recycled plastic",,,1,1,PH,http://46.99.130.129:60000/_uploads/photos/A2KQ1M_1.jpg,,
Atlete me lidhëse,A2DAHM,Bradstreet Ultra Trainer for Men in Grey,COP,124,62,18,,716B6B,Burrë,TIMBERLAND,,17,A2DAHM,Këpucë-Këpucë,,,"75% Material i ripërtëritshëm, 70% bio-based Material","75% renewable materials, 70% bio-based materials",,,1,2,KH,http://46.99.130.129:60000/_uploads/photos/A2DAHM_1.jpg,,
Atlete me lidhëse,A5MPMM,Boroughs Project Trainer for Youth in Green,COP,64,44.8,18,,5DA1AF,Fëmijë (Për të dy gjinitë),TIMBERLAND,,17,A5MPMM,Këpucë-Atlete,,,Lëkurë kamoshi,suede Better Leather,,,1,1,KH,http://46.99.130.129:60000/_uploads/photos/A5MPMM_1.jpg,,
Atlete Aerantis,D02HNA00022-6738,Athletes Aerantis,COP,169.99,118.993,18,,ecba85,Grua,GEOX,,39,D02HNA00022,Këpucë-Atlete,"Aerantis?  është thelbi i teknologjisë dhe lavdatave që i lejojnë këpucës ajrim për një ndjenjë të mrekullueshme mirëqenie. Sisitemi i ventilimit funksionon sikurse një motor i fuqishëm i cili I nxitur nga lëvizjet, e shtyen qarkullimin e ajrit të brendshëm dhe e lehtëson frymëmarrjën në të gjithë shputën. Punon së bashku me sistemin e brendshëm te frymës, brendësinë speciale që optimizon frymëmarrjen dhe shpërndarjën e ngrohtësisë, dhe sistemin e frymëmarrjes Net, që siguron që ajri i nxehtë nga brenda të zëvendësohet me ajrin e freskët nga jashtë dhe kjo falë  sipërfaqës së gjerë të shpuar të gomës. Goma klasike Geox është e bazuar në ekskluzivitetin mes: kombinit të gomës së shpuar dhe membranës rezistente ndaj ujit dhe të ajrosur që mundëson rregullimin e temperaturave, kësisoji duke krijuar mikroklimën përfekte brenda këpucës që i mban këmbët e terura dhe të rehatshme gjatë tërë ditës.","Aerantis? is the essence of technology and boasts cutting-edge solutions that allow the shoe to breathe for an amazing sensation of well-being. The groundbreaking Ventilation System works just like a powerful engine which, prompted by movement, steps up the internal air circulation and facilitates breathability all around the foot. It works in conjunction with the Inner Breathing System, a special interior lining which optimises breathability and heat dispersion, and the Net Breathing System, which ensures that hot air from the inside is replaced with cool air from the outside thanks to the sole?s broad perforated and breathable surface area. The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",60% Etilen-Vinyl Acetat-40% Gomë,60% Ethylene-Vinyl Acetate-40% Rubber,,,1,2,MM,http://46.99.130.129:60000/_uploads/photos/D02HNA00022-6738_1.jpg,,
Mokasina Calarossa,U029FB00022-1006,Calarossa moccasins,COP,139.99,69.995,18,,bfbfbf,Burrë,GEOX,,39,U029FB00022,Këpucë-Mokasina,"Këto mokasina karakterizohen nga kombinimi i një shtrese të rehatshme dhe me ajrosje me një cipë që ofron ajrosje dhe është rezistente ndaj ujit, duke mundësuar rregullim natyral të temperaturës dhe duke e krijuar mikroklimën e përsosur brenda këpucëve për t?u siguruar që këmbët tuaja të jenë të thara dhe të rehatshme dhe me ajrosje gjatë tërë ditës.","The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% poliuretan termoplastik,100% Termoplastic Rubber,,,1,4,AO,http://46.99.130.129:60000/_uploads/photos/U029FB00022-1006_1.jpg,,
Sandale Elba,B15L8B05410-0700,Elba sandals,COP,59.99,29.995,18,,1b0d72,Foshnjë (Djalë),GEOX,,39,B15L8B05410,Këpucë-Sandale,"Ka sandale të përsosura për çdo fëmijë. Ne i kemi të gjitha ato. Falë specializimit të lartë të brendit Geox, brendi e din se si të sigurohet për zhvillimin dhe mirëqenien e duhur të këmbëve të fëmijëve tuaj në çdo fazë të rritjes. Këto sandale ajrosen shumë lehtë dhe e mundësojnë rregullimin natyral të temperaturës, duke ndikuar që këmbët e fëmijës tuaj të jenë të thata dhe të rehatshme dhe me ajrosje gjatë tërë ditës.","There is a perfect shoe for every child. We have them all. Thanks to Geox?s high level of specialisation, GEOX knows how to ensure the correct development and wellbeing for young feet during every phase of growth. Thanks to its flexible structure and safe lacing, it is the perfect shoe to stimulate children from 9 months and up to move. The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% poliuretan termoplastik,100% Termoplastic Rubber,,,1,4,AO,http://46.99.130.129:60000/_uploads/photos/B15L8B05410-0700_1.jpg,,
Atlete Tabelya,D02AQA02285-1303,Tabelya sneakers,COP,149.99,74.995,18,,bebfc7-ffffff,Grua,GEOX,,39,D02AQA02285,Këpucë-Atlete,Atlete të rehatshme dhe me ajrosje të cilat mundësojnë rregullim natyral të temperaturës dhe e krijojnë një mikroklimë të përsosur brenda tyre për t'i mbajtur këpucët e thara dhe të rehatshme dhe me ajrosje për tërë ditën.,"The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",45% poliuretan termoplastik 35% IPEVA 20% gomë,45% Termoplastic Polyurethane-35% IPEVA-20% Rubber,,,1,1,AO,http://46.99.130.129:60000/_uploads/photos/D02AQA02285-1303_1.jpg,,
Atlete Aerantis,D02HNA00022-7000,Aerantis sneakers,COP,169.99,84.995,18,,ff0000,Grua,GEOX,,39,D02HNA00022,Këpucë-Atlete,"Atlete të cilat me teknologjinë që e posedojnë ofrojnë qarkullim të brendshëm të ajrit. Ndër tjerash, atletet vijnë me sistem ventilimi, teknologji Net Breathing System, etj.","Aerantis? is the essence of technology and boasts cutting-edge solutions that allow the shoe to breathe for an amazing sensation of well-being. The groundbreaking Ventilation System works just like a powerful engine which, prompted by movement, steps up the internal air circulation and facilitates breathability all around the foot. It works in conjunction with the Inner Breathing System, a special interior lining which optimises breathability and heat dispersion, and the Net Breathing System, which ensures that hot air from the inside is replaced with cool air from the outside thanks to the sole?s broad perforated and breathable surface area. The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",60% acetat etilen-vinil 40% gomë,60% Ethylene-Vinyl Acetate-40% Rubber,,,1,4,AO,http://46.99.130.129:60000/_uploads/photos/D02HNA00022-7000_1.jpg,,
Atlete Myria,D0468H08577-1352,Myria sneakers,COP,139.99,69.995,18,,ffffff-ffffff,Grua,GEOX,,39,D0468H08577,Këpucë-Atlete,Atlete të rehatshme dhe me ajrosje të cilat mundësojnë rregullim natyral të temperaturës dhe e krijojnë një mikroklimë të përsosur brenda tyreve për t'i mbajtur këpucët e thara dhe të rehatshme dhe me ajrosje për tërë ditën,"The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% gomë,100% Rubber,,,1,3,AO,http://46.99.130.129:60000/_uploads/photos/D0468H08577-1352_1.jpg,,
Atlete Spherica,D15NUA0006K-1000,Spherica sneakers,COP,129.99,90.993,18,,ffffff,Grua,GEOX,,39,D15NUA0006K,Këpucë-Atlete,Atlete të rehatshme dhe me ajrosje të cilat mundësojnë rregullim natyral të temperaturës dhe e krijojnë një mikroklimë të përsosur brenda tyre për t'i mbajtur këpucët e thara dhe të rehatshme dhe me ajrosje për tërë ditën.,"The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% acetat etilen-vinil,100% Ethylene-Vinyl Acetate,,,1,2,MM,http://46.99.130.129:60000/_uploads/photos/D15NUA0006K-1000_1.jpg,,
T Bluzë me jakë polo,M1210CT2649-4070,T-shirt with polo collar,COP,59.99,47.992,18,,0f0260,Burrë,GEOX,,39,M1210CT2649,Veshje-T Bluzë,T Bluzë me jakë Polo dhe me përmbajtje pambuku e cila ofron rehati dhe ajrosje të mirë.,"The patent that revolutionised the world of apparel. This garment is distinguished by the exclusive GEOX apparel patent, which has transferred Geox comfort and breathability to the world of outerwear. Humidity generated by the evaporation of sweat comes out of the breathing tape on the shoulders, passing through a 3D spacer and a special breathable and waterproof membrane.",100% pambuk,100%CO,,,1,2,AO,http://46.99.130.129:60000/_uploads/photos/M1210CT2649-4070_1.jpg,,
Xhaketë Wells,M1220UT2815-4529,Wells jacket,COP,199.99,99.995,18,,0000ff,Burrë,GEOX,,39,M1220UT2815,Veshje-Xhaketë,"Lagështia që gjenerohet nga avullimi i djersës vjen nga shiriti i ajrosjes në shpatulla, i cili kalon përmes një shtrese 3D dhe një cipe të veçantë ajrosje e cila është edhe waterproof.","The patent that revolutionised the world of apparel. This garment is distinguished by the exclusive GEOX apparel patent, which has transferred Geox comfort and breathability to the world of outerwear. Humidity generated by the evaporation of sweat comes out of the breathing tape on the shoulders, passing through a 3D spacer and a special breathable and waterproof membrane.",100% polietilen,100%PL,,,1,1,AO,http://46.99.130.129:60000/_uploads/photos/M1220UT2815-4529_1.jpg,,
Atlete Aerantis,D02HNA00022-8097,Aerantis sneakers,COP,169.99,84.995,18,,f9d38d,Grua,GEOX,,39,D02HNA00022,Këpucë-Atlete,"Atlete të cilat me teknologjinë që e posedojnë ofrojnë qarkullim të brendshëm të ajrit. Ndër tjerash, atletet vijnë me sistem ventilimi, teknologji Net Breathing System, etj.","Aerantis? is the essence of technology and boasts cutting-edge solutions that allow the shoe to breathe for an amazing sensation of well-being. The groundbreaking Ventilation System works just like a powerful engine which, prompted by movement, steps up the internal air circulation and facilitates breathability all around the foot. It works in conjunction with the Inner Breathing System, a special interior lining which optimises breathability and heat dispersion, and the Net Breathing System, which ensures that hot air from the inside is replaced with cool air from the outside thanks to the sole?s broad perforated and breathable surface area. The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",60% acetat etilen-vinil 40% gomë,60% Ethylene-Vinyl Acetate-40% Rubber,,,1,1,AO,http://46.99.130.129:60000/_uploads/photos/D02HNA00022-8097_1.jpg,,
Mokasina Leelyan,D154RC08554-0866,Athlete Leelyan,COP,119.99,95.992,18,,ffffff-ecba85,Grua,GEOX,,39,D154RC08554,Këpucë-Mokasina,"Goma klasike Geox është e bazuar në ekskluzivitetin mes: kombinit të gomës së shpuar dhe membranës rezistente ndaj ujit dhe të ajrosur që mundëson rregullimin e temperaturave, kësisoji duke krijuar mikroklimën përfekte brenda këpucës që i mban këmbët e terura dhe të rehatshme gjatë tërë ditës.","The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% Poliuretan Termoplastik,100% Termoplastic Polyurethane,,,1,5,AO,http://46.99.130.129:60000/_uploads/photos/D154RC08554-0866_1.jpg,,
Atlete Nebula,D941EE0KH22-5Z7M,Nebula sneakers,COP,159.99,79.995,18,,f4f4f4-ff0000,Grua,GEOX,,39,D941EE0KH22,Këpucë-Atlete,Këto atlete kanë nivel të jashtëzakonshëm të ajrosjes falë teknologjisë GEOX Net Breathing System. Ofrojnë shtresë që në mënyrë maksimale i reziston ujit dhe mund t'iu bëjnë ball edhe niveleve më intensive të aktivitetit fizik pa e cenuar rehatinë - madje edhe në temperatura ekstreme.,"These shoes owe their extraordinary breathability to the GEOX Net Breathing System: the technology developed and designed in collaboration with professional pilots who have won the world championship. The maxiholes guarantee outstanding breathability. The maximum water resistance of the sole is guaranteed by a membrane that prevents water from getting in. What?s more, an additional layer made up of a special protective material guards the foot, without compromising on breathability. This technology has been designed to withstand even the most intense level of activity and to provide maximum day long comfort, even in the more extreme of temperatures.",67% acetat etilen-vinil 33% gomë,67% Ethylene-Vinyl Acetate-33% Rubber,,,1,2,AO,http://46.99.130.129:60000/_uploads/photos/D941EE0KH22-5Z7M_1.jpg,,
